country,time,pi,pineg,pizlb,di,dineg,dizlb,rstar,intb,r08,bbs,m3,loan,hpi,gdpcap,gdpgrow,u,cspend,cconf,inflat,ptax,trade,gdpcaplog
1,1,2,0,0,1.25,0,0,0.383712565,2.15,0,,180341.59,544124.73,,44637.8564,0.6,7.9,38847.382,-9.9,2.9,50,-197.29,43677.2
1,2,2,0,0,1.25,0,0,0.355190743,2.11,0,,190161.4,574836.57,,44637.8564,0.9,6.1,39107.02,-10.3,2.3,50,202.74,43995.1
1,3,2,0,0,1.25,0,0,0.274978741,2.18,0,,191726.64,592678.78,,44637.8564,0.9,6.3,39515.988,-16.1,2.4,50,-348.8,44315.3
1,4,2.25,0,0,1.25,0,0,0.524555127,2.49,0,,199184.42,607666.28,,44637.8564,0.9,8.8,39691.914,-11.1,1.6,50,-658.36,44637.9
1,5,2.25,0,0,1.5,0,0,0.315458391,2.82,0,,202520.91,636527.3,,45951.7347,0.9,7.8,39759.712,-7.3,1,50,407.66,44962.8
1,6,2.5,0,0,1.75,0,0,0.544099475,3.06,0,,210958.6,646252.28,,45951.7347,0.9,5.6,40177.509,-6.1,1.5,50,33.79,45290
1,7,3,0,0,2,0,0,0.954007163,3.42,0,,213200.73,663593.09,,45951.7347,0.9,5.6,40328.147,-4.5,1.2,50,-56.68,45619.7
1,8,3.25,0,0,2.5,0,0,1.201696102,3.73,0,,218972.28,673421.62,,45951.7347,1,7.9,40366.406,-7.2,1.3,50,80.66,45951.7
1,9,3.5,0,0,2.75,0,0,1.383995826,3.92,0,,224958.56,691311.79,,47510.2938,1,6.7,40483.254,-4,1.8,50,115.54,46336.5
1,10,3.75,0,0,3,0,0,1.679392895,4.18,0,,233458.38,710051.07,,47510.2938,0.8,5.2,40570.127,-0.9,1.9,50,310.65,46724.5
1,11,4,0,0,3,0,0,1.725774913,4.79,0,,243228.05,720048.55,,47510.2938,0.6,5.2,40345.369,-2.2,2.1,50,-379.32,47115.8
1,12,4,0,0,3,0,0,1.657931835,4.68,0,,259522.46,740495.86,,47510.2938,0.5,7.4,40674.113,-9.1,3.4,50,-510.12,47510.3
1,13,4,0,0,3,0,0,1.980490156,4.73,0,,269998.45,749070.89,,48053.4831,0.4,5.8,40873.91,-14.9,3.4,50,-116.63,47645.5
1,14,4,0,0,3,0,0,2.128041598,4.95,0,,272456.4,772318.41,,48053.4831,-0.1,4.8,40621.793,-21.9,3.9,50,-138.43,47781.1
1,15,4.25,0,0,2.75,0,0,2.972218052,5.28,0,,276851.28,787919.58,,48053.4831,-0.6,5,40706.159,-18.6,3.8,50,46.87,47917.1
1,16,3.25,0,0,2,0,0,2.73502829,2.89,1,,289124.68,795981.22,,48053.4831,-1.1,7.9,40950.973,-21.4,1.4,50,-1004.98,48053.5
1,17,2,0,0,0.5,0,0,1.379825017,1.51,1,,282859.36,788006.78,101.5,46123.4907,-1.1,7.5,40684.468,-21.1,0.8,50,-367.33,47563.6
1,18,1,0,0,0.25,0,0,0.308405742,1.1,1,,279656.94,783469.11,101,46123.4907,-0.6,6.3,41378.907,-15.7,0,50,-100.28,47078.6
1,19,1,0,0,0.25,0,0,0.230575085,0.75,1,,278492.82,786060.04,95.9,46123.4907,0,6.4,41279.826,-8.3,0.2,50,-486.14,46598.6
1,20,1,0,0,0.25,0,0,0.197849021,0.7,1,,276238.7,783000.41,99.1,46123.4907,0.2,8.6,41122.757,-4.7,1.2,50,-831.67,46123.5
1,21,1,0,0,0.25,0,0,0.055349368,0.63,0,,271732.64,790330.66,74.05,46858.0433,0.3,7.3,41335.961,-7.4,1.9,50,-428.37,46306
1,22,1,0,0,0.25,0,0,-0.055881784,0.77,0,,275761.28,805681.13,76.54,46858.0433,0.7,5.9,41174.859,-7.1,2,50,-202.74,46489.3
1,23,1,0,0,0.25,0,0,-0.009312818,0.89,0,,279689.64,799837.64,78.16,46858.0433,0.9,5.9,41767.056,-2.6,1.7,50,-673.62,46673.3
1,24,1,0,0,0.25,0,0,-0.151783832,1.01,0,,273542.04,805220.06,78.44,46858.0433,0.9,8.2,41745.474,-4.7,2.2,50,-683.43,46858
1,25,1,0,0,0.5,0,0,-0.156198004,1.24,0,,277821.38,805605.92,79.01,48065.3167,0.8,6.9,41645.957,-5.2,3.1,50,-616.94,47157
1,26,1.25,0,0,0.75,0,0,0.301367576,1.55,0,,277367.94,808956.58,81.05,48065.3167,0.6,5.7,42011.761,-5.6,3.3,50,-649.64,47457.8
1,27,1.5,0,0,0.5,0,0,0.544108525,1.55,0,,279993.75,818993.3,82.83,48065.3167,0.3,5.9,42257.665,-14.5,3.7,50,-715.04,47760.6
1,28,1,0,0,0.25,0,0,0.234935384,1.36,0,,283390.19,835982.04,83.5,48065.3167,0.3,8.2,42715.683,-17,3.3,50,-942.85,48065.3
1,29,1,0,0,0,0,1,0.292900906,0.78,0,,292778.36,833970.99,85.5,48172.2377,0.2,7.1,42903.381,-15.9,2.7,50,-860.01,48092
1,30,1,0,0,0,0,1,0.437306878,0.65,0,,291957.59,842041.35,86.75,48172.2377,-0.1,5.9,42422.146,-12.8,2.2,50,-826.22,48118.8
1,31,0.75,0,0,0,0,1,0.218744942,0.22,0,,289473.48,844538.54,89.14,48172.2377,-0.1,6.1,42353.476,-16.4,2.7,50,-165.68,48145.5
1,32,0.75,0,0,0,0,1,0.481950298,0.19,0,,291625.14,851937.46,88.89,48172.2377,0,8.6,41964.128,-12.8,2.8,50,-748.83,48172.3
1,33,0.75,0,0,0,0,1,0.402548152,0.21,0,,292926.6,844177.75,90.37,47901.3654,0,7.8,42081.303,-9.8,2.3,50,-494.86,48104.4
1,34,0.5,0,0,0,0,1,0.236589055,0.22,0,,294654.25,837251.89,91.74,47901.3654,0.1,6.5,42324.482,-11.1,2.2,50,-161.32,48036.6
1,35,0.5,0,0,0,0,1,0.450707704,0.23,0,,292458.99,829537.96,94.48,47901.3654,0.2,6.9,42273.361,-7.9,1.7,50,-334.63,47968.9
1,36,0.25,0,0,0,0,1,0.121772519,0.29,0,,297694.26,820172.68,91.81,47901.3654,0.2,9.5,42305.734,-8.8,1.9,50,-620.21,47901.4
1,37,0.25,0,0,0,0,1,0.342569975,0.31,0,,297172.15,822700.39,94.32,47842.7,0.1,8.4,42467.272,-9.2,1.7,50,56.68,47886.7
1,38,0.15,0,0,-0.1,1,0,0.159200238,0.21,0,,298676.35,821899.24,95.83,47842.7,0.1,7.4,42218.425,-8.9,1.9,50,-68.67,47872
1,39,0.05,0,0,-0.2,1,0,0.034660654,0.08,0,,300765.88,828890.5,95.14,47842.7,0.2,7.6,42372.987,-11.4,1.6,50,7.63,47857.4
1,40,0.05,0,0,-0.2,1,0,-0.094634762,0.08,0,,310348.07,804144.23,96.03,47842.7,0.2,10.2,42199.786,-8.3,1,50,-147.15,47842.7
1,41,0.05,0,0,-0.2,1,0,-0.15598449,0.02,0,,312271.92,823284.63,93.88,47850.2,0.2,9.3,47415.436,-8.5,1,50,69.76,47844.6
1,42,0.05,0,0,-0.2,1,0,-0.135032732,-0.01,0,,312489.92,811206.34,99.89,47850.2,0.4,8.3,47234.169,-9.3,1,50,331.36,47846.4
1,43,0.05,0,0,-0.2,1,0,-0.190052323,-0.04,0,,316166.49,801867.22,104.01,47850.2,0.4,8.3,47241.145,-8.7,0.7,50,-409.84,47848.3
1,44,0.05,0,0,-0.3,1,0,-0.075373378,-0.12,0,,323874.97,799594.57,102.22,47850.2,0.4,10.6,47546.89,-9.3,1,50,-377.14,47850.2
1,45,0,0,1,-0.4,1,0,-0.084597289,-0.21,0,,328791.96,811594.38,106.48,48300.9,0.5,9.4,47734.697,-7,0.7,55,-31.61,47962.5
1,46,0,0,1,-0.4,1,0,-0.165981912,-0.286,0,,330880.4,820504.04,108.87,48300.9,0.6,8.1,48068.128,-5.9,0.6,55,34.88,48075
1,47,0,0,1,-0.4,1,0,-0.285411103,-0.301,0,,336717.35,818598.72,109.43,48300.9,0.7,8.2,48342.263,-6.3,0.9,55,-248.52,48187.8
1,48,0,0,1,-0.4,1,0,-0.440449601,-0.319,0,,341921.01,802413.31,109.35,48300.9,0.7,10.3,48721.038,-4.1,1.4,55,-716.13,48300.9
1,49,0,0,1,-0.4,1,0,-0.319551855,-0.328,0,,344638.38,823566.94,111.54,49190.2,0.7,8.9,48548.6,-4,1.9,55,-580.97,48521.7
1,50,0,0,1,-0.4,1,0,-0.41802198,-0.329,0,,347877.86,824601.35,114.24,49190.2,0.6,7.6,48803.551,-1.8,1.9,55,-239.8,48743.5
1,51,0,0,1,-0.4,1,0,-0.551074186,-0.33,0,,349208.75,805923.11,114.75,49190.2,0.6,7.6,49270.071,0.5,2.4,55,-461.07,48966.4
1,52,0,0,1,-0.4,1,0,-0.408500212,-0.325,0,,356911.78,802250.9,116.51,49190.2,0.6,9.4,49086.297,4,2.2,55,-854.56,49190.2
1,53,0,0,1,-0.4,1,0,-0.521096189,-0.328,0,,363403.82,815272.04,117.5,50250,0.6,8,49329.912,1.4,1.9,55,-590.78,49453
1,54,0,0,1,-0.4,1,0,-0.435082118,-0.321,0,,369900.22,823508.08,118.51,50250,0.4,6.8,49447.741,-0.2,2,55,-331.36,49717.3
1,55,0,0,1,-0.4,1,0,-0.185591932,-0.318,0,,370157.46,827890.97,120.37,50250,0.5,6.9,49331.656,0.8,2,55,-264.87,49982.9
1,56,0,0,1,-0.4,1,0,-0.275091502,-0.309,0,,383914.35,826080.48,122.18,50250,0.6,8.7,49569.712,-0.6,1.9,55,-864.37,50250
1,57,0,0,1,-0.4,1,0,-0.285129915,-0.328,0,,384712.23,840541.51,122.38,50362,0.4,7.4,49897.584,-1.4,1.8,55,-527.56,50278
1,58,0,0,1,-0.4,1,0,-0.263463552,-0.398,0,,388522.87,850367.86,126.4,50362,0.2,6.5,50064.245,-3.6,1.6,55,-130.8,50306
1,59,0,0,1,-0.5,1,0,-0.245275751,-0.418,0,,390005.27,871928.06,127.81,50362,0.2,6.7,50141.526,-3.7,1.2,55,-219.09,50334
1,60,0,0,1,-0.5,1,0,-0.245275751,-0.383,0,,402117.35,859081.32,129.81,50362,0.3,8.5,50242.024,-3.6,1.5,55,-281.22,50362
2,1,2,0,0,1.25,0,0,0.383712565,2.15,0,1136122.151,338663,,69.68,42994.36,0.5,8.6,51601.69,-2,3.07,53.7,1428.336,42412.8
2,2,2,0,0,1.25,0,0,0.355190743,2.11,0,1183413.218,343023,,71.24,42994.36,0.6,8.5,51737.94,-11,2.88,53.7,1547.691,42605.8
2,3,2,0,0,1.25,0,0,0.274978741,2.18,0,1192481.582,342587,,73.78,42994.36,0.4,8.5,52102,-14,3.17,53.7,1937.911,42799.6
2,4,2.25,0,0,1.25,0,0,0.524555127,2.49,0,1224516.791,359155,,75.24,42994.36,0.8,8.5,52484.59,-5,2.9,53.7,-310.868,42994.4
2,5,2.25,0,0,1.5,0,0,0.315458391,2.82,0,1243337.276,365913,,76.7,43782.14,0.6,8.6,52608.85,-5,1.69,53.7,585.875,43190
2,6,2.5,0,0,1.75,0,0,0.544099475,3.06,0,1253054.081,368747,,78.79,43782.14,0.4,8.5,52672.07,-2,1.86,53.7,1963.526,43386.5
2,7,3,0,0,2,0,0,0.954007163,3.42,0,1251155.301,372998,,81.07,43782.14,0.9,7.9,52727.66,-2,1.22,53.7,1848.64,43583.9
2,8,3.25,0,0,2.5,0,0,1.201696102,3.73,0,1331646.678,377031,,81.69,43782.14,1.1,7.9,52977.27,-8,1.63,53.7,799.951,43782.1
2,9,3.5,0,0,2.75,0,0,1.383995826,3.92,0,1386928.208,392836,,83.62,44960.8,1.4,7.9,53322.8,-1,1.81,53.7,1940.527,44073.9
2,10,3.75,0,0,3,0,0,1.679392895,4.18,0,1442543.278,407878,,85.28,44960.8,0.5,7.7,53577.86,1,1.29,53.7,1918.836,44367.6
2,11,4,0,0,3,0,0,1.725774913,4.79,0,1443934.772,405480,,86.9,44960.8,0.8,6.9,53846,-2,1.5,53.7,2203.326,44663.2
2,12,4,0,0,3,0,0,1.657931835,4.68,0,1528501.332,410821,,87.24,44960.8,0.4,7.1,54123.95,-4,3.08,53.7,-738.366,44960.8
2,13,4,0,0,3,0,0,1.980490156,4.73,0,1546065.265,422375,,88.09,44956.37,0.4,6.7,54663.5,-3,4.39,53.7,378.23,44959.7
2,14,4,0,0,3,0,0,2.128041598,4.95,0,1607853.441,426299,,89.34,44956.37,0.1,6.9,54840.08,-11,5.8,53.7,657.488,44958.6
2,15,4.25,0,0,2.75,0,0,2.972218052,5.28,0,1634843.803,432839,,90.62,44956.37,-0.6,7.4,54756.15,-9,5.47,53.7,313.811,44957.5
2,16,3.25,0,0,2,0,0,2.73502829,2.89,1,1470052.044,430659,,90.12,44956.37,-2.2,6.9,54240.58,-25,2.63,53.7,-790.686,44956.4
2,17,2,0,0,0.5,0,0,1.379825017,1.51,1,1446265.41,441123,,88.95,43591.27,-1,8,54126.13,-24,0.62,53.7,574.648,44611.1
2,18,1,0,0,0.25,0,0,0.308405742,1.1,1,1383745.735,447118,,88.09,43591.27,0,7.9,54511.99,-18,-1.1,53.7,1914.149,44268.6
2,19,1,0,0,0.25,0,0,0.230575085,0.75,1,1335773.854,454748,,90.15,43591.27,1.3,8,55197.6,-11,-1.2,53.7,1682.633,43928.6
2,20,1,0,0,0.25,0,0,0.197849021,0.7,1,1327413.445,453767,,89.3,43591.27,0.8,8.3,55756.77,-15,0.26,53.7,517.641,43591.3
2,21,1,0,0,0.25,0,0,0.055349368,0.63,0,1325891.696,455729,,90.28,44380.18,0.5,8.5,56205.85,-13,1.65,53.7,2036.12,43787.2
2,22,1,0,0,0.25,0,0,-0.055881784,0.77,0,1380878.163,438180,,91.12,44380.18,1,8.5,56360.63,-9,2.46,53.7,1958.948,43984
2,23,1,0,0,0.25,0,0,-0.009312818,0.89,0,1315663.463,446246,,92.86,44380.18,0.4,8.3,56324.66,-4,2.91,53.7,1872.838,44181.6
2,24,1,0,0,0.25,0,0,-0.151783832,1.01,0,1267674.578,438943,,93.41,44380.18,0.5,7.6,56644.03,-2,3.11,53.7,-779.677,44380.2
2,25,1,0,0,0.5,0,0,-0.156198004,1.24,0,1220382.203,440687,,94.07,44594.3,0.5,6.9,56455.46,-2,3.52,53.7,982.526,44433.6
2,26,1.25,0,0,0.75,0,0,0.301367576,1.55,0,1226723.714,434910,,94.93,44594.3,0.2,7,56450.01,-3,3.68,53.7,947.428,44487.1
2,27,1.5,0,0,0.5,0,0,0.544108525,1.55,0,1341666.721,431858,,96.8,44594.3,0.3,7.5,56618.96,-9,3.56,53.7,790.141,44540.7
2,28,1,0,0,0.25,0,0,0.234935384,1.36,0,1317819.701,420086,,96.64,44594.3,0.3,7,56785.73,-12,3.48,53.7,-571.705,44594.3
2,29,1,0,0,0,0,1,0.292900906,0.78,0,1284130.308,449952,,97.33,44422.7,0.2,7.2,56781.37,-12,3.36,53.7,1291.65,44551.3
2,30,1,0,0,0,0,1,0.437306878,0.65,0,1316317.027,456383,,97.42,44422.7,0,7.3,56799.9,-10,2.25,53.7,1345.496,44508.4
2,31,0.75,0,0,0,0,1,0.218744942,0.22,0,1304002.425,466738,,98.52,44422.7,0.2,7.7,56941.6,-14,2.75,53.7,1360.647,44465.5
2,32,0.75,0,0,0,0,1,0.481950298,0.19,0,1198982.56,468591,,97.72,44422.7,0,8.4,57110.55,-25,2.23,53.7,-884.535,44422.7
2,33,0.75,0,0,0,0,1,0.402548152,0.21,0,1216561.426,458890,,98.34,44302.5,-0.3,8.4,57132.35,-24,1.11,53.8,245.795,44392.6
2,34,0.5,0,0,0,0,1,0.236589055,0.22,0,1185809.91,468918,,98.6,44302.5,0.6,8.4,57300.21,-18,1.59,53.8,1202.706,44362.6
2,35,0.5,0,0,0,0,1,0.450707704,0.23,0,1200023.401,477747,,99.82,44302.5,0.3,8.5,57486.6,-7,0.9,53.8,3157.294,44332.5
2,36,0.25,0,0,0,0,1,0.121772519,0.29,0,1139458.423,472951,,98.83,44302.5,0.2,8.6,57413.57,-5,0.97,53.8,28.558,44302.5
2,37,0.25,0,0,0,0,1,0.342569975,0.31,0,1168741.927,480363,,97,44659.6,0.4,8.6,57621.76,-8,0.89,53.8,1204.886,44391.5
2,38,0.15,0,0,-0.1,1,0,0.159200238,0.21,0,1205165.258,494206,,97.67,44659.6,0.3,8.5,57571.62,-7,0.27,53.8,1359.993,44480.7
2,39,0.05,0,0,-0.2,1,0,0.034660654,0.08,0,1231107.258,502708,,98.96,44659.6,0.7,8.6,57722.04,-11,-0.12,53.8,1471.936,44570
2,40,0.05,0,0,-0.2,1,0,-0.094634762,0.08,0,1230778.405,506523,,99.78,44659.6,0.5,8.5,57900.8,-12,-0.38,53.8,-207.1,44659.6
2,41,0.05,0,0,-0.2,1,0,-0.15598449,0.02,0,1324460.635,535735,,97.4,45174,0.5,8.8,57777.63,-6,-0.39,53.7,1022.638,44787.6
2,42,0.05,0,0,-0.2,1,0,-0.135032732,-0.01,0,1244568.649,544455,,99.56,45174,0.7,8.4,58196.19,-2,0.63,53.7,2129.751,44916.1
2,43,0.05,0,0,-0.2,1,0,-0.190052323,-0.04,0,1240122.866,556554,,101.75,45174,0.2,8.1,58329.17,-10,1.06,53.7,2346.661,45044.8
2,44,0.05,0,0,-0.3,1,0,-0.075373378,-0.12,0,1190439.031,556118,,101.29,45174,0.4,8.7,58615.84,-3,1.5,53.7,1637.616,45174
2,45,0,0,1,-0.4,1,0,-0.084597289,-0.21,0,1247184.758,565165,,100.56,45598.7,0.2,8.2,58912.32,-7,2.24,53.7,2178.256,45279.8
2,46,0,0,1,-0.4,1,0,-0.165981912,-0.286,0,1274571.88,574321,,101.75,45598.7,0.7,8.1,59127.05,-6,2.16,53.7,1885.809,45385.9
2,47,0,0,1,-0.4,1,0,-0.285411103,-0.301,0,1260769.646,568762,,104.31,45598.7,0.2,7.5,59342.87,-10,1.87,53.7,2066.422,45492.2
2,48,0,0,1,-0.4,1,0,-0.440449601,-0.319,0,1236482.157,573013,,103.94,45598.7,0.5,7.3,59589.21,-5,2.03,53.7,1403.92,45598.7
2,49,0,0,1,-0.4,1,0,-0.319551855,-0.328,0,1237165.805,577046,,105.01,46211.2,0.8,7.7,59687.31,0,2.28,53.7,2265.674,45751.1
2,50,0,0,1,-0.4,1,0,-0.41802198,-0.329,0,1234381.182,584676,,104.67,46211.2,0.3,7.1,60618.17,-2,1.6,53.7,2597.906,45903.9
2,51,0,0,1,-0.4,1,0,-0.551074186,-0.33,0,1140432.12,586965,,108.18,46211.2,0.1,6.9,60618.17,3,2.01,53.7,1769.942,46057.3
2,52,0,0,1,-0.4,1,0,-0.408500212,-0.325,0,1126377.442,592197,,107.63,46211.2,0.8,6.2,60646.51,2,2.13,53.7,671.222,46211.2
2,53,0,0,1,-0.4,1,0,-0.521096189,-0.328,0,1141790.587,598083,,107.67,46683.2,0.2,6.1,61186.06,3,1.39,53.7,1002.037,46328.7
2,54,0,0,1,-0.4,1,0,-0.435082118,-0.321,0,1147589.496,603860,,108.73,46683.2,0.3,6.1,61416.05,-3,2.08,53.7,2189.919,46446.6
2,55,0,0,1,-0.4,1,0,-0.185591932,-0.318,0,1136700.941,602225,,110.93,46683.2,0.2,5.6,61387.71,0,2.35,53.7,1621.266,46564.7
2,56,0,0,1,-0.4,1,0,-0.275091502,-0.309,0,1093272.616,617703,,110.34,46683.2,0.8,5.7,61494.53,-5,2.34,53.7,-852.38,46683.2
2,57,0,0,1,-0.4,1,0,-0.285129915,-0.328,0,1146988.252,635361,,111.52,47400,0,5.5,61542.49,-6,2.33,53.7,1189.953,46861.4
2,58,0,0,1,-0.4,1,0,-0.263463552,-0.398,0,1143473.22,645280,,112.08,47400,0.3,5.4,61832.43,-7,1.73,53.7,1497.442,47040.2
2,59,0,0,1,-0.5,1,0,-0.245275751,-0.418,0,1178321.828,643536,,115.28,47400,0.4,5.2,62279.33,-11,0.8,53.7,2316.468,47219.8
2,60,0,0,1,-0.5,1,0,-0.245275751,-0.383,0,1143473.22,642119,,115.62,47400,0.4,5.2,62581.26,-8,0.76,53.7,905.572,47400
3,1,1.91,0,0,1.91,0,0,0.293712565,3.192,0,,12995.024,6760.96008,76.01,5561.16,2.1,12.72,6048958.16,-28.9,4.3,24,-361704,5260.6
3,2,2.06,0,0,2.06,0,0,0.415190743,3.169,0,,12755.512,5671.67608,79.26,5561.16,1.5,11.11,5799785.6,-27.6,5.1,24,-514.36,5358.9
3,3,2.04,0,0,2.04,0,0,0.314978741,3.153,0,,13297.648,5830.30336,81.55,5561.16,1.3,10.49,6115217.92,-30.4,5.4,24,-526176,5459.1
3,4,2.05,0,0,2.05,0,0,0.324555127,3.168,0,,14145.376,6212.48824,83.52,5561.16,1.6,10.73,7150722.88,-37.5,6.5,24,-585.704,5561.2
3,5,2.28,0,0,2.28,0,0,0.345458391,3.185,0,,14312.424,6254.42832,87.47,5988.77,1.4,10.84,6306734,-35.1,8.7,24,-550032,5665.1
3,6,2.56,0,0,2.56,0,0,0.604099475,3.238,0,,15419.824,6477.61072,88.91,5988.77,1.8,9.18,6399840.72,-33.7,8.2,24,-459.648,5771
3,7,2.94,0,0,2.94,0,0,0.894007163,3.452,0,,16582.384,6839.4984,92.96,5988.77,2.2,8.44,6676656.56,-33.7,5.6,24,-539000,5878.9
3,8,3.26,0,0,3.26,0,0,1.211696102,3.846,0,,17954.384,7419.1124,98.09,5988.77,1.9,9.12,7827132.32,-35.1,6.5,24,-944.328,5988.8
3,9,3.52,0,0,3.52,0,0,1.403995826,3.929,0,,18343.024,8526.9744,107.23,6476.05,2,8.92,7070686,-33.3,4.1,24,-653576,6107
3,10,3.84,0,0,3.84,0,0,1.769392895,4.243,0,,19795.272,9962.12056,112.97,6476.05,1.9,7.42,7156307.2,-25.5,5.6,24,-686.784,6227.6
3,11,4.09,0,0,4.09,0,0,1.815774913,4.773,0,,21410.592,11072.82288,121.42,6476.05,1.4,6.78,7476234.64,-31,13.1,24,-762832,6350.6
3,12,4.58,0,0,4.58,0,0,2.237931835,5.986,0,,23554.496,12723.00176,132.06,6476.05,2,6.91,8609515.04,-36.8,12.5,24,-996.52,6476
3,13,4.83,0,0,4.83,0,0,2.810490156,6.091,0,,23659.272,13689.438,141.08,6914.4,1.5,6.79,7744789.92,-33.6,14.2,10,-733992,6583
3,14,4.96,0,0,4.96,0,0,3.088041598,6.404,0,,24620.288,15492.6744,149.36,6914.4,1,5.97,7451164.56,-35.8,15.3,10,-1136.128,6691.6
3,15,5.23,0,0,5.23,0,0,3.952218052,6.703,0,,25586.624,16635.41712,153.92,6914.4,1,5.8,7703901.52,-38.5,11,10,-881720,6802.1
3,16,5.77,0,0,5.77,0,0,5.25502829,6.801,1,,25635.568,16935.67344,147.53,6914.4,0.8,6.31,8659725.2,-38.5,7.8,10,-789.264,6914.4
3,17,3.49,0,0,3.49,0,0,2.869825017,6.063,1,,25139.464,17026.40016,130.77,6709.53,-5.7,6.88,7052571.12,-45.2,4.9,10,-614656,6862.6
3,18,2.35,0,0,2.35,0,0,1.658405742,5.204,1,,25500.216,17056.62112,118.17,6709.53,0.2,7.29,7243788.16,-52.8,3.7,10,-473.032,6811.2
3,19,1.57,0,0,1.57,0,0,0.800575085,4.406,1,,25997.216,17251.53416,112.62,6709.53,0,8.03,7336082.32,-47.3,0.2,10,-394072,6760.2
3,20,0.55,0,0,0.55,0,0,-0.252150979,3.684,1,,26706.456,17320.02216,109.58,6709.53,-0.3,7.59,8200615.92,-53.2,0.6,10,-506.296,6709.5
3,21,0.18,0,0,0.18,0,0,-0.764650632,3.284,0,,27074.824,17217.3316,107.18,6843.27,-3.1,10.14,6797828.8,-54,1.3,10,-437696,6742.7
3,22,0.2,0,0,0.2,0,0,-0.855881784,3.22,0,,27549.648,17268.85776,106.52,6843.27,3.6,10.26,7375774,-47.6,1.4,10,-279.44,6776.1
3,23,0.17,0,0,0.17,0,0,-0.839312818,3.044,0,,28186.2,17556.04648,105.38,6843.27,0.4,9,7196254.24,-43.1,3.5,10,-216160,6809.6
3,24,0.18,0,0,0.18,0,0,-0.971783832,3.01,0,,28414.904,17739.55848,104.15,6843.27,0.4,9.47,8328079.76,-40.1,4.5,10,-506.352,6843.3
3,25,0.18,0,0,0.18,0,0,-0.976198004,2.961,0,,29090.096,17729.8296,102.03,7019.17,0,10.7,6763291.92,-38.6,5.6,10,-253456,6886.8
3,26,0.22,0,0,0.22,0,0,-0.728632424,2.839,0,,29742.664,17978.62416,100.23,7019.17,0.7,9.7,7450344.72,-41.7,4.8,10,-275.912,6930.7
3,27,0.18,0,0,0.18,0,0,-0.775891475,2.802,0,,31076.808,18282.40288,99.54,7019.17,0.1,9.4,7373371.6,-40.4,3.3,10,-384888,6974.8
3,28,0.22,0,0,0.22,0,0,-0.545064616,2.578,0,,31876.208,18703.13928,98.1,7019.17,0.1,10.4,8485874.32,-43.4,2.8,10,-444.304,7019.2
3,29,0.15,0,0,0.15,0,0,-0.557099094,2.287,0,,32198.544,18716.45608,98.23,7062.13,0.1,11.5,6949964,-45.6,1.7,10,-472416,7029.9
3,30,0.14,0,0,0.14,0,0,-0.422693122,1.778,0,,32755.744,19169.0576,98.67,7062.13,0,10.8,7763865.76,-45.8,1.6,10,-509.656,7040.6
3,31,0.04,0,0,0.04,0,0,-0.491255058,1.125,0,,33779.48,19376.31248,98.57,7062.13,-0.2,10.64,7588814.8,-38,4.9,10,-270760,7051.4
3,32,0.03,0,0,0.03,0,0,-0.238049702,0.878,0,,34564.152,19636.51816,96.82,7062.13,-0.1,11.45,8584887.92,-42.3,4.2,10,-451.92,7062.1
3,33,0.01,0,0,0.01,0,0,-0.337451848,0.825,0,,35058.744,19536.18856,96,7136.8,0.5,11.84,6904634.8,-40,2.7,10,-210728,7080.7
3,34,0.01,0,0,0.01,0,0,-0.253410945,0.802,0,,35272.44,19559.86984,96.48,7136.8,0.1,10.71,7641596.48,-37.7,2.6,10,-449.344,7099.4
3,35,0.02,0,0,0.02,0,0,-0.029292296,0.707,0,,36522.192,19642.30296,95.52,7136.8,0.8,10.82,7513903.6,-39.8,-1.6,10,-443016,7118.1
3,36,0.02,0,0,0.02,0,0,-0.108227481,0.65,0,,37652.384,19650.11608,95.66,7136.8,0.4,11.76,8486909.2,-40.7,-1.6,10,-487.76,7136.8
3,37,0.04,0,0,0.04,0,0,0.132569975,0.567,0,,37971.584,19867.54336,96.66,7309.4,0.2,12.15,7811919.92,-34.8,-2.3,10,-415632,7179.6
3,38,0.05,0,0,0.05,0,0,0.059200238,0.585,0,,37895.816,20160.3332,96.97,7309.4,0.9,10.7,8311269.68,-30,-1.9,10,-259.392,7222.6
3,39,0.04,0,0,0.04,0,0,0.024660654,0.476,0,,39155.76,20225.85768,97.21,7309.4,0.6,10.52,8299664.8,-34.3,-0.8,10,-421288,7265.9
3,40,0.02,0,0,0.02,0,0,-0.124634762,0.428,0,,38083.192,17366.21152,98.32,7309.4,1.1,10.69,9418193.12,-37.2,-0.9,10,-537.544,7309.4
3,41,0.01,0,0,0.01,0,0,-0.19598449,0.367,0,,38686.312,17271.26408,98.85,7611.6,1.1,11.01,7702807.84,-32.4,0.1,10,-266224,7383.8
3,42,0.02,0,0,0.02,0,0,-0.165032732,0.335,0,,38833.48,17235.84688,99.71,7611.6,0.9,9.62,8507674,-29.8,0.4,10,-224.168,7459
3,43,0.01,0,0,0.01,0,0,-0.230052323,0.333,0,,39973.64,17280.95824,99.21,7611.6,1.3,9.22,8719336.08,-30.2,0.1,10,-265888,7534.9
3,44,0.01,0,0,0.01,0,0,-0.115373378,0.23,0,,41418.384,17065.29944,102.23,7611.6,0.8,10,10033489.76,-30.2,-0.4,10,-479.976,7611.6
